Timestamp,Camera ID,Vehicle ID,Event Type,Location,Velocity,Confidence,Before Image,After Image,Evidence Path
2025-12-11 07:52:01,Camera1,527,hidden_disposal,"(393.89593505859375, 164.93020629882812)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:03,Camera1,527,hidden_disposal,"(393.96026611328125, 164.10243225097656)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:04,Camera1,527,hidden_disposal,"(395.07720947265625, 162.35354614257812)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:05,Camera1,527,hidden_disposal,"(394.36474609375, 160.54446411132812)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:07,Camera1,527,hidden_disposal,"(394.1600341796875, 160.00558471679688)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:08,Camera1,527,hidden_disposal,"(394.97210693359375, 156.66293334960938)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:09,Camera1,527,hidden_disposal,"(394.201416015625, 154.87881469726562)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:11,Camera1,527,hidden_disposal,"(394.38153076171875, 153.96759033203125)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:12,Camera1,527,hidden_disposal,"(395.2039489746094, 151.78140258789062)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:14,Camera1,527,hidden_disposal,"(395.2437744140625, 150.27438354492188)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:15,Camera1,525,hidden_disposal,"(397.2289123535156, 154.66026306152344)",0.91,0.00,N/A,N/A,N/A
2025-12-11 07:52:15,Camera1,527,hidden_disposal,"(395.40521240234375, 149.510498046875)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:16,Camera1,527,hidden_disposal,"(395.83941650390625, 147.47731018066406)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:18,Camera1,527,hidden_disposal,"(396.2955322265625, 146.21023559570312)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:19,Camera1,527,hidden_disposal,"(396.35943603515625, 145.59921264648438)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:21,Camera1,527,hidden_disposal,"(396.34454345703125, 143.13571166992188)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:22,Camera1,527,hidden_disposal,"(396.3350830078125, 142.51011657714844)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:25,Camera1,525,unloading,"(398.07659912109375, 143.12374877929688)",1.08,0.00,N/A,N/A,N/A
2025-12-11 07:52:28,Camera1,525,unloading,"(397.7447204589844, 138.43850708007812)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:28,Camera1,525,hidden_disposal,"(397.7447204589844, 138.43850708007812)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:46,Camera1,533,unloading,"(546.82666015625, 248.29664611816406)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:52:46,Camera1,533,hidden_disposal,"(546.82666015625, 248.29664611816406)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:53:27,Camera1,533,unloading,"(669.5916137695312, 463.32421875)",3.57,0.00,N/A,N/A,N/A
