Timestamp,Camera ID,Vehicle ID,Event Type,Location,Velocity,Confidence,Before Image,After Image,Evidence Path
2025-12-11 07:14:46,Camera1,0,unloading,"(570.6701049804688, 275.6687927246094)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:14:46,Camera1,0,hidden_disposal,"(570.6701049804688, 275.6687927246094)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:14:47,Camera1,0,hidden_disposal,"(570.9658813476562, 281.33416748046875)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:14:50,Camera1,4,hidden_disposal,"(253.47271728515625, 185.44253540039062)",0.78,0.00,N/A,N/A,N/A
2025-12-11 07:15:01,Camera1,0,hidden_disposal,"(354.2637939453125, 192.12109375)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:02,Camera1,0,hidden_disposal,"(346.83502197265625, 189.4052276611328)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:02,Camera1,0,hidden_disposal,"(329.5098876953125, 179.75732421875)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:03,Camera1,0,hidden_disposal,"(318.2752990722656, 174.13035583496094)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:04,Camera1,0,hidden_disposal,"(306.9185791015625, 166.54782104492188)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:05,Camera1,0,hidden_disposal,"(300.05084228515625, 162.60311889648438)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:06,Camera1,0,unloading,"(294.053955078125, 162.57876586914062)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:06,Camera1,0,hidden_disposal,"(294.053955078125, 162.57876586914062)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:06,Camera1,0,unloading,"(272.6957092285156, 147.59356689453125)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:06,Camera1,0,hidden_disposal,"(272.6957092285156, 147.59356689453125)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:07,Camera1,0,unloading,"(265.7072448730469, 146.78726196289062)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:07,Camera1,0,hidden_disposal,"(265.7072448730469, 146.78726196289062)",0.00,0.00,N/A,N/A,N/A
2025-12-11 07:15:08,Camera1,0,hidden_disposal,"(243.80943298339844, 134.06996154785156)",0.00,0.00,N/A,N/A,N/A
