Timestamp,Camera ID,Vehicle ID,Event Type,Location,Velocity,Evidence
2025-04-25 00:03:11,Camera1,2,unloading,"(422.1669921875, 370.14501953125)",1.2385699,Evidence generation failed
2025-04-25 00:03:12,Camera1,2,unloading,"(445.6680908203125, 371.2362060546875)",1.0861698,Evidence generation failed
2025-04-25 00:03:14,Camera1,0,hidden_disposal,"(926.629150390625, 575.261962890625)",0.43373352,Evidence generation failed
2025-04-25 00:03:14,Camera1,2,hidden_disposal,"(436.8484802246094, 371.58905029296875)",0.10318724,Evidence generation failed
2025-04-25 00:03:17,Camera1,2,unloading,"(488.031494140625, 368.4646911621094)",1.8316188,Evidence generation failed
2025-04-25 00:03:20,Camera1,0,hidden_disposal,"(872.045166015625, 541.6998291015625)",0.6452935,Evidence generation failed
2025-04-25 00:03:20,Camera1,2,hidden_disposal,"(529.4835205078125, 367.1407470703125)",0.21004535,Evidence generation failed
2025-04-25 00:03:24,Camera1,11,hidden_disposal,"(702.2852783203125, 264.01123046875)",0.45343772,Evidence generation failed
2025-04-25 00:03:25,Camera1,0,hidden_disposal,"(820.4156494140625, 516.779052734375)",0.2041779,Evidence generation failed
2025-04-25 00:03:32,Camera1,13,unloading,"(700.6430053710938, 261.0008544921875)",0.8647756,Evidence generation failed
2025-04-25 00:03:32,Camera1,13,hidden_disposal,"(700.6430053710938, 261.0008544921875)",0.8647756,Evidence generation failed
2025-04-25 00:03:33,Camera1,0,hidden_disposal,"(748.770751953125, 477.323974609375)",4.425012e-07,Evidence generation failed
2025-04-25 00:03:33,Camera1,13,hidden_disposal,"(700.638671875, 261.0007019042969)",1.6798991e-06,Evidence generation failed
2025-04-25 00:03:35,Camera1,13,unloading,"(701.697265625, 264.4087219238281)",1.9272685,Evidence generation failed
2025-04-25 00:03:40,Camera1,0,hidden_disposal,"(694.5674438476562, 441.0748291015625)",0.20322818,Evidence generation failed
2025-04-25 00:03:40,Camera1,17,hidden_disposal,"(704.3377685546875, 261.46875)",0.05022491,Evidence generation failed
2025-04-25 00:03:46,Camera1,0,hidden_disposal,"(640.081787109375, 394.3413391113281)",0.62714034,Evidence generation failed
2025-04-25 00:03:46,Camera1,18,hidden_disposal,"(703.707763671875, 261.7009582519531)",0.28315964,Evidence generation failed
2025-04-25 00:03:53,Camera1,0,hidden_disposal,"(584.6751708984375, 375.49481201171875)",0.39820582,Evidence generation failed
2025-04-25 00:03:59,Camera1,0,hidden_disposal,"(533.4013671875, 343.61724853515625)",0.6708482,Evidence generation failed
2025-04-25 00:04:02,Camera1,0,hidden_disposal,"(512.7709350585938, 333.54913330078125)",0.0038619745,Evidence generation failed
2025-04-25 00:04:02,Camera1,21,hidden_disposal,"(706.1161499023438, 259.2235412597656)",1.6709204e-05,Evidence generation failed
2025-04-25 00:04:05,Camera1,0,hidden_disposal,"(504.61090087890625, 329.5709228515625)",0.59187657,Evidence generation failed
2025-04-25 00:04:08,Camera1,0,hidden_disposal,"(492.6632385253906, 323.6492004394531)",0.0003589222,Evidence generation failed
2025-04-25 00:04:08,Camera1,23,hidden_disposal,"(704.1985473632812, 260.6587829589844)",1.3936755e-06,Evidence generation failed
2025-04-25 00:04:10,Camera1,0,hidden_disposal,"(456.8392333984375, 300.9173278808594)",0.45945805,Evidence generation failed
2025-04-25 00:04:10,Camera1,23,hidden_disposal,"(701.8978271484375, 257.8425598144531)",0.061663605,Evidence generation failed
2025-04-25 00:04:13,Camera1,0,hidden_disposal,"(451.3787841796875, 295.64141845703125)",0.0641645,Evidence generation failed
2025-04-25 00:04:13,Camera1,23,hidden_disposal,"(701.7589111328125, 259.90008544921875)",0.1422564,Evidence generation failed
2025-04-25 00:04:15,Camera1,23,hidden_disposal,"(701.4163818359375, 261.24853515625)",0.8762504,Evidence generation failed
2025-04-25 00:04:16,Camera1,23,unloading,"(701.7542724609375, 259.8486328125)",1.676047,Evidence generation failed
2025-04-25 00:04:17,Camera1,0,hidden_disposal,"(407.22796630859375, 272.6000671386719)",4.877628e-07,Evidence generation failed
2025-04-25 00:04:19,Camera1,0,hidden_disposal,"(407.5416259765625, 272.5889892578125)",0.0036399078,Evidence generation failed
